idx,class,conversation
4475,일상 대화,"요즘 새로 시작한 취미 있어? 주말마다 바빠 보이더라.\n응, 나 요즘 도자기 공방 다녀. 손으로 흙 만지면 잡생각이 사라져서 좋아.\n우와, 멋지다. 직접 만든 그릇도 있어?\n그럼. 벌써 파스타 접시랑 컵 몇 개 구웠어. 나중에 너 하나 선물해 줄게.\n정말? 고마워. 만드는 데 시간은 얼마나 걸려?\n보통 한 번 가면 세 시간 정도 집중해. 흙 성형하고 그림 그리는 과정이 정말 힐링이야.\n나도 손재주 없는데 초보자도 할 수 있을까?\n당연하지. 선생님이 옆에서 다 도와주셔. 다음 주에 원데이 클래스 같이 갈래?\n좋아. 안 그래도 새로운 자극이 필요했는데 기대된다.\n그래. 내가 예약해 둘 테니까 시간 비워둬."
4476,일상 대화,"너 사진 찍는 거 좋아하잖아. 요즘도 출사 자주 나가?\n응, 날씨 좋으면 카메라 들고 무작정 나가. 요즘은 필름 카메라에 빠졌어.\n디지털이랑은 느낌이 많이 달라? 인화해야 볼 수 있잖아.\n맞아, 그 기다림의 미학이 있어. 한 장 한 장 소중하게 찍게 되더라고.\n필름값 비싸지 않아? 유지비가 꽤 들 것 같은데.\n조금 비싸긴 한데 필름 특유의 색감은 포기 못 해. 나중에 사진 몇 장 보여줄게.\n응, 궁금하다. 주로 풍경을 찍어 아니면 인물을 찍어?\n난 골목길 풍경 찍는 걸 좋아해. 사람들의 일상이 담긴 모습이 따뜻하거든.\n감성 있다. 나도 네 사진 모델 한 번 해보고 싶어.\n좋지. 그럼 이번 주 토요일에 예쁜 카페 가서 찍어줄게."
4477,일상 대화,요새 베이킹에 푹 빠졌다며? 인스타에 올라온 쿠키 맛있어 보이더라.\n재능을 찾은 것 같아. 오븐에서 빵 굽는 냄새가 온 집안에 퍼지면 너무 행복해.\n준비물 많이 필요하지 않아? 재료비도 만만치 않을 텐데.\n초기에 도구 사는 비용은 좀 들었어. 근데 사 먹는 것보다 훨씬 맛있고 건강해.\n나중에 나도 비법 좀 알려줘. 난 맨날 태워 먹거든.\n온도 조절이 제일 중요해. 다음번에 우리 집 오면 같이 스콘 만들자.\n좋아. 커피는 내가 맛있는 걸로 사 갈게.\n완벽한 조합이네. 갓 구운 빵이랑 커피 마시면서 수다 떨자.\n응. 벌써 설렌다. 조만간 날짜 잡자.\n그래. 레시피 미리 골라둘게.
4478,일상 대화,"주말마다 테니스 치러 간다며? 운동량 엄청나지 않아?\n응, 한 시간만 쳐도 땀이 비 오듯 와. 칼로리 소모가 진짜 최고야.\n테니스 라켓 예쁜 거 많던데 너도 장비 샀어?\n응, 큰맘 먹고 하나 장만했지. 장비가 좋으니까 더 잘 쳐지는 기분이야.\n나도 시작해 보고 싶은데 진입장벽이 높을까 봐 걱정돼.\n처음엔 레슨 받는 걸 추천해. 기본기가 없으면 다치기 쉽거든.\n동호회 같은 곳도 가입했어? 사람들과 같이 치면 재밌겠다.\n응, 주말 아침마다 모여서 게임 해. 실력이 비슷한 사람들끼리 하니까 즐거워.\n나중에 나도 레슨 좀 받으면 끼워주라.\n당연하지. 너 운동신경 좋으니까 금방 배울 거야."
4479,일상 대화,"실내 클라이밍 시작했다는 소문 들었어. 손 안 아파?\n처음엔 굳은살도 배기고 아팠는데 지금은 괜찮아. 정상을 향해 올라갈 때 짜릿함이 있어.\n무섭지는 않아? 꽤 높이 올라가잖아.\n안전 매트가 잘 되어 있어서 떨어져도 안 다쳐. 오히려 떨어지는 법부터 배워.\n오, 신기하다. 근력 키우는 데 진짜 좋겠다.\n응, 전신 운동이라 몸매 라인이 예뻐져. 집중력 향상에도 도움 되고.\n난 팔힘이 없는데 괜찮을까? 매달려 있기도 힘들 것 같아.\n힘보다는 요령이야. 다리 힘으로 밀고 올라가는 법을 배우면 누구나 할 수 있어.\n그럼 나도 용기 내서 한 번 가볼까?\n응, 체험 강습 있으니까 가볍게 시작해 봐."
4480,일상 대화,"요즘 꽃꽂이 배운다며? 방 분위기가 확 달라졌을 것 같아.\n응, 매주 꽃 시장 가서 제철 꽃 사 와. 집안에 생기가 도니까 기분도 좋아져.\n꽃 조합하는 거 어렵지 않아? 센스가 있어야 할 것 같은데.\n수업 들으면서 색감 맞추는 법 배우고 있어. 생각보다 심오하더라고.\n나도 꽃 좋아하는데 금방 시들어서 아쉽더라.\n물 자주 갈아주고 줄기 끝을 사선으로 잘라주면 오래가. 관리 루틴이 중요해.\n그렇구나. 너는 어떤 꽃을 제일 좋아해?\n난 수국을 제일 좋아해. 풍성하고 색깔도 다양해서 보기만 해도 힐링 돼.\n나중에 나한테 어울리는 꽃도 추천해 줘.\n응, 너의 분위기에 딱 맞는 꽃으로 미니 다발 만들어 줄게."
4481,일상 대화,"너 보드게임 수집하는 게 취미라며? 집에 몇 개나 있어?\n벌써 50개는 넘은 것 같아. 친구들 초대해서 같이 게임 하는 게 내 낙이야.\n50개나? 보관하는 것도 일이겠다.\n거실 한쪽 벽면이 다 보드게임이야. 장르별로 정리해 뒀어.\n난 부르마블밖에 모르는데 재밌는 거 추천해 줄 수 있어?\n입문용으로는 '스플렌더'나 '카르카손'이 좋아. 규칙도 쉽고 몰입감도 높거든.\n오, 나중에 네 아지트 가면 가르쳐 줘.\n당연하지. 우리 집 오면 밤새도록 게임 할 수 있어.\n음식은 내가 배달 시킬게. 게임 파티 하자.\n좋아. 이번 주 금요일 밤 어때? 멤버 더 모아볼게."
4482,일상 대화,"캠핑 다니는 취미 생겼다며? 장비 챙기는 거 힘들지 않아?\n응, 짐 챙기고 텐트 치는 게 일이긴 해. 근데 자연 속에서 불멍하면 다 잊혀.\n불멍이 그렇게 좋아? 난 아직 안 해봐서 잘 모르겠어.\n타닥타닥 장작 타는 소리 들으면서 가만히 있으면 마음이 평온해져. 캠핑 요리도 별미고.\n캠핑장 가서 뭐 해 먹어? 고기 구워 먹는 게 다야?\n아니, 감바스도 해 먹고 토마토 스튜도 만들어. 밖에서 먹으면 뭐든 꿀맛이야.\n와, 낭만적이다. 나도 한 번쯤 가보고 싶긴 해.\n너만 괜찮으면 다음에 내 텐트 비워줄게. 몸만 오면 돼.\n진짜? 장비도 없는데 괜찮을까?\n응, 의자랑 침낭 다 있으니까 걱정 마. 힐링시켜 줄게."
4483,일상 대화,"요즘 그림 그리기 시작했다는 거 들었어. 수채화야?\n아니, 요즘은 아이패드로 드로잉 해. 수정하기 편해서 초보자한테 딱이야.\n브러시 종류가 엄청 많다던데 다 써봤어?\n아직 몇 개만 골라 쓰고 있어. 수채화 느낌부터 유화 느낌까지 다 낼 수 있어.\n주로 뭘 그려? 풍경 아니면 캐릭터?\n난 내 주변 사람들을 캐리커처로 그려. 완성해서 보내주면 다들 좋아하더라고.\n오, 그럼 내 얼굴도 그려줄 수 있어?\n당연하지. 네 사진 하나 보내줘. 특징 잘 살려서 그려볼게.\n기대된다. 완성되면 내 프사로 설정해야지.\n최선을 다해서 그려볼게. 다 되면 톡으로 보내줄게."
4484,일상 대화,"너 요즘 와인 공부한다며? 종류가 너무 많아서 어렵지 않아?\n응, 포도 품종이랑 지역 공부하고 있어. 알수록 맛의 차이가 느껴져서 신기해.\n난 다 비슷비슷하던데. 비싼 게 무조건 맛있는 거야?\n꼭 그렇지는 않아. 내 입맛에 맞는 걸 찾는 게 중요해. 난 산미 있는 게 좋더라.\n와인마다 어울리는 안주도 다 다르지?\n맞아. 레드 와인은 고기, 화이트는 해산물이 기본이지만 실험적인 조합도 많아.\n나도 와인 입문하고 싶은데 가성비 좋은 거 추천해 줘.\n마트에서 쉽게 구할 수 있는 가토 네그로 같은 거 괜찮아. 가볍게 시작하기 좋아.\n알겠어. 오늘 저녁에 한 병 사서 마셔봐야지.\n응, 마시고 나서 느낌이 어땠는지 알려줘. 다른 것도 추천해 줄게."
4485,일상 대화,"요새 러닝 크루 가입해서 뛴다며? 혼자 뛰는 거랑 달라?\n응, 확실히 같이 뛰니까 덜 힘들고 파이팅이 넘쳐. 페이스 조절도 도와주거든.\n일주일에 몇 번이나 모여? 퇴근하고 바로 가는 거야?\n수요일 저녁이랑 토요일 오전에 모여. 다 같이 시원한 공기 마시며 뛰면 상쾌해.\n난 1킬로미터도 못 뛸 것 같은데 크루 가입 가능해?\n초보자 그룹이 따로 있어서 괜찮아. 걷다가 뛰어도 아무도 뭐라 안 해.\n무릎 안 아파? 운동화 좋은 거 신어야 한다던데.\n러닝화는 꼭 자기 발에 맞는 거 신어야 해. 안 그러면 부상 입을 수 있거든.\n그렇구나. 나도 적당한 신발 하나 사서 나가볼까?\n응, 우리 크루 분위기 정말 좋아. 다음 모임 때 구경하러 와."
4486,일상 대화,"취미로 악기 배운다며? 우쿨렐레라고 들었어.\n응, 기타보다 배우기 쉽고 소리도 경쾌해서 선택했어. 들고 다니기도 편해.\n연주할 수 있는 곡 많아? 코드 잡는 거 어렵지 않아?\n기본 코드 몇 개만 알면 웬만한 노래는 다 반주할 수 있어. 곰 세 마리부터 시작했지.\n와, 노래 부르면서 연주하는 거야? 멋지다.\n아직은 서투르지만 퇴근하고 한 시간씩 연습해. 좋아하는 노래 완주하면 뿌듯해.\n나도 악기 하나쯤 다루고 싶었는데 우쿨렐레 솔깃하네.\n부담 없이 시작하기 정말 좋아. 당근에서 중고로 하나 사서 독학해 봐.\n독학으로도 가능해? 유튜브 보고 배우면 되나?\n응, 요즘은 강의 영상이 워낙 잘 나와서 충분히 할 수 있어."
4487,일상 대화,"너 요즘 가드닝에 진심이라며? 베란다가 숲이 됐다던데.\n응, 식물이 자라는 걸 보면 생명력에 감동받아. 요즘은 허브 키워서 요리에 써.\n직접 키운 허브를 요리에 쓴다고? 진짜 로망이다.\n바질 따서 피자 만들어 먹으면 향이 정말 진해. 너도 하나 키워봐.\n난 선인장도 죽이는 사람이라 자신 없어.\n그건 물을 너무 많이 줘서 그런 거야. 겉흙이 마를 때까지 기다려야 해.\n식물마다 관리법이 다 다르구나. 공부를 많이 해야겠어.\n응, 식물 집사 일기 쓰면서 배우는 거지. 초보용 식물 하나 분양해 줄까?\n응, 죽지 않는 걸로 부탁해. 열심히 키워볼게.\n그래. 햇빛 잘 드는 곳에 두고 애정만 주면 잘 자랄 거야."
4488,일상 대화,"요새 뜨개질 시작했다며? 겨울이라 목도리 뜨는 거야?\n응, 친구들한테 선물하려고 목도리 여러 개 뜨고 있어. 손이 심심할 틈이 없네.\n눈 안 아파? 계속 집중해야 하잖아.\n오히려 잡생각 안 나서 좋아. 하나하나 코 메우다 보면 마음이 차분해져.\n실 종류도 엄청 다양하지? 난 뭐가 뭔지 모르겠더라.\n울 소재가 따뜻하고 부드러워. 요즘은 굵은 실로 뜨는 자이언트 얀도 인기야.\n나도 수제 목도리 갖고 싶다. 하나 팔면 안 돼?\n판매는 무슨, 너도 하나 짜줄게. 무슨 색 좋아해?\n난 무난한 네이비가 좋아. 정말 고마워.\n응, 일주일 정도 걸리니까 조금만 기다려 줘. 예쁘게 떠줄게."
4489,일상 대화,"주말마다 전시회 보러 다니더라. 예술에 관심이 많아졌어?\n응, 작가들의 세계관을 보는 게 재밌더라고. 영감을 많이 얻어.\n도슨트 설명도 들어? 그냥 보면 좀 어렵던데.\n응, 설명 들으면서 보면 작품이 다르게 보여. 역사적 배경도 알 수 있고.\n가장 기억에 남는 전시 있어? 나도 가보고 싶어.\n최근에 본 미디어 아트 전시가 환상적이었어. 공간 전체가 작품이 된 기분이야.\n사진 찍기도 좋겠다. 인스타 핫플레이스겠는데?\n맞아. 사진도 잘 나오고 볼거리도 많아. 이번 주말까지인데 너도 가봐.\n주말엔 사람 많겠지? 평일 연차 쓰고 가볼까 고민되네.\n응, 평일 오전이 조용하고 좋아. 다녀오면 후기 들려줘."
4490,일상 대화,"너 요즘 목공 배운다더니 진짜로 가구까지 만드는 거야?\n응, 이번에 침대 옆에 둘 협탁 하나 완성했어. 나무 냄새 맡으면서 사포질하면 기분 좋아.\n와, 손재주 진짜 부럽다. 재료는 공방에서 다 준비해 줘?\n응, 설계도 그리는 법부터 나무 고르는 것까지 다 알려주셔. 생각보다 튼튼해.\n나도 나만의 가구 하나 갖고 싶은데 너무 어렵지 않을까?\n처음엔 작은 도마나 냄비 받침부터 시작하면 돼. 너도 충분히 할 수 있어.\n도구 다루는 건 위험하지 않아? 겁이 좀 나서.\n보호 장구 다 갖추고 전문가가 옆에 있어서 괜찮아. 안전 수칙만 잘 지키면 돼.\n그럼 나도 주말에 구경 가도 될까? 직접 만든 거 보고 싶어.\n당연하지. 토요일 오후에 공방으로 놀러 와. 시원한 커피 대접할게."
4491,일상 대화,"요새 프리다이빙 영상 자주 올리더라. 바다 깊이 들어가는 거 안 무서워?\n처음엔 무서웠는데 물속의 고요함에 매료됐어. 오로지 내 숨소리에만 집중하게 되거든.\n숨을 얼마나 참을 수 있는 거야? 난 30초도 힘들던데.\n훈련받으니까 이제 2분 정도는 참을 수 있어. 이퀄라이징 연습을 꾸준히 해야 해.\n수영 못해도 배울 수 있어? 난 물 공포증이 조금 있거든.\n오히려 수영보다 호흡법이 더 중요해. 물이랑 친해지는 과정부터 차근차근 배워.\n장비는 뭐가 필요해? 오리발 같은 거 사야 하나?\n마스크랑 스노클, 핀 정도만 있으면 돼. 처음엔 센터에서 빌려 써도 충분해.\n나중에 제주도 같은 곳 가서 같이 다이빙하면 좋겠다.\n응, 바닷속에서 물고기들이랑 같이 수영하면 정말 꿈같을 거야."
4492,일상 대화,"너 요즘 위스키에 빠졌다며? 전용 잔까지 샀다던데.\n응, 한 잔씩 음미하면서 향을 맡는 게 너무 좋아. 종류마다 개성이 확실하더라고.\n위스키는 너무 독하지 않아? 난 한 모금만 마셔도 목이 타는 것 같아.\n물을 한두 방울 떨어뜨려 봐. 그러면 향이 더 풍부해지고 맛도 부드러워져.\n니트(Neat)로 마시는 게 정석인 줄 알았는데 아니었네.\n정해진 건 없어. 얼음 넣어 마시는 온더락도 매력 있고 하이볼로 만들어도 맛있어.\n비싼 술이라 자주 마시긴 부담스럽지 않아?\n한 병 사두면 꽤 오래 마시니까 나쁘지 않아. 취하는 게 아니라 즐기는 거니까.\n나도 입문용 위스키 추천해 줘. 너무 자극적이지 않은 걸로.\n발베니나 글렌피딕 12년산 어때? 부드럽고 달콤한 향이 나서 입문자한테 딱이야."
4493,일상 대화,"주말마다 베이킹 클래스 다닌다더니 앞치마까지 맞췄네?\n응, 본격적으로 해보려고 장비 욕심 좀 냈어. 이번엔 마카롱 꼬끄 만드는 법 배웠어.\n마카롱은 만들기 진짜 까다롭다던데 성공했어?\n두 번이나 실패하고 세 번째에 드디어 성공했어. 온도랑 습도가 정말 예민하더라고.\n나도 너 덕분에 맛있는 디저트 자주 먹어서 좋아.\n다음에 구우면 회사로 좀 챙겨갈게. 이번엔 필링을 좀 다르게 넣어보려고.\n난 초코맛이 제일 좋아. 가능하다면 반영해 줄 수 있어?\n당연하지. 진한 다크 초콜릿 넣어서 쫀득하게 만들어줄게.\n말만 들어도 행복하다. 베이킹하면 스트레스 풀려?\n응, 밀가루 반죽하고 모양 만드는 과정에 집중하다 보면 근심이 사라져."
4494,일상 대화,"요새 서핑 시작했다며? 피부가 많이 탔네.\n응, 강원도 양양 가서 살다시피 했어. 파도 위에서 일어설 때 쾌감이 엄청나.\n보드 위에서 균형 잡기 힘들지 않아? 난 계속 넘어질 것 같아.\n수백 번 넘어져야 한 번 제대로 탈 수 있어. 물에 빠지는 것도 서핑의 일부야.\n겨울에도 타는 사람들 있던데 너도 갈 거야?\n겨울엔 슈트 두꺼운 거 입고 타면 돼. 오히려 겨울 파도가 더 좋을 때가 많아.\n와, 열정 대단하다. 나도 여름 오기 전에 배워보고 싶어.\n그럼 내년 봄부터 같이 강습 듣자. 내가 아는 좋은 샵 추천해 줄게.\n좋아. 그때까지 체력 좀 길러놔야겠다.\n응, 팔 힘이 많이 필요하니까 푸시업 연습 좀 해둬."
4495,일상 대화,"이번 주말에 다 같이 볼링 치러 갈래?\n좋지. 나 요즘 마이볼 맞추려고 고민 중이었어.\n볼링은 장비빨이지. 난 아직 점수가 100점도 안 나오는데 가도 돼?\n당연하지. 점수 상관없이 신나게 치는 게 목적이야.\n난 예전에 손목 다친 적 있어서 좀 걱정되긴 하네.\n그럼 아대 빌려줄 테니까 한 번 써봐. 손목 확실히 잡아주거든.\n오, 역시 고수의 향기가 난다. 그럼 우리 내기 볼링 할까?\n좋아. 지는 팀이 게임비랑 간식 쏘기 어때?\n콜! 난 무조건 승부욕 불타오르는 거 알지?\n그래. 이번 기회에 우리 셋 중에 누가 에이스인지 가려보자."
4496,일상 대화,"너네 요새 유행하는 숏폼 댄스 챌린지 봤어?\n응, 나 어제 그거 집에서 몰래 따라 해봤어. 몸치라 쉽지 않더라.\n나도 해봤는데 박자 맞추기가 너무 힘들던데?\n우리 아예 댄스 학원 원데이 클래스 끊어서 같이 배워볼래?\n오, 그거 재밌겠다. 셋이 같이 찍어서 올리면 조회수 잘 나오겠는데?\n난 너무 창피해서 얼굴 가리고 할래. 그래도 춤은 배워보고 싶어.\n요즘은 릴스나 틱톡용 댄스만 가르쳐주는 반이 따로 있대.\n전문가한테 배우면 우리도 아이돌처럼 출 수 있을까?\n연습만 하면 가능하지. 이번 주 토요일에 예약 가능한지 알아볼게.\n그래. 이왕 하는 거 의상도 맞춰 입고 제대로 해보자."
4497,일상 대화,"다들 독서 모임 가입했다던데 어떤 책 읽고 있어?\n우리는 이번 달에 '인간 실격' 읽기로 했어. 고전은 역시 어렵더라.\n난 자기계발서 위주로 읽어. 실생활에 적용할 수 있는 게 많아서 좋아.\n모임 가면 서로 생각 공유하는 게 재밌어? 난 쑥스러울 것 같아.\n처음만 어색하지, 같은 문장을 읽고 다르게 해석하는 게 신기해.\n나도 혼자 읽으면 자꾸 미루게 되는데 모임 하면 강제로 읽게 되겠지?\n맞아. 그 강제성이 독서 습관 만드는 데 최고야.\n너희 모임에 빈자리 있어? 나도 다음 달부터 참여하고 싶어.\n팀장님한테 여쭤볼게. 아마 한두 명 정도는 더 들어올 수 있을 거야.\n고마워. 오랜만에 뇌 좀 써야겠다. 우리 다 같이 지식 쌓아보자."
4498,일상 대화,요즘 우리 셋 다 운동 부족인 것 같은데 등산 어때?\n등산 좋지. 공기 맑은 데 가서 비빔밥 먹고 오자.\n난 무릎이 안 좋아서 너무 높은 산은 무리야. 완만한 코스 있어?\n청계산 정도면 어때? 계단이 좀 많긴 해도 초보자용이야.\n청계산 좋지. 정상 가서 먹는 아이스크림이 진짜 꿀맛이라며.\n벌써 먹을 생각뿐이네. 우리 등산화는 다들 있는 거지?\n난 그냥 운동화 신으려고 했는데 새로 사야 하나?\n산길은 미끄러우니까 등산화 신는 게 안전해. 이번에 같이 쇼핑 갈까?\n좋아. 이왕 시작하는 거 예쁜 등산복도 하나 골라보자.\n그래. 장비 세팅 다 하고 이번 달 말에 출발하는 거다.
4499,일상 대화,"요즘 다들 재테크 공부한다면서? 주식이야 아니면 부동산이야?\n난 소액으로 주식 조금씩 하고 있어. 그래프 보는 거 은근히 중독돼.\n난 경제 신문 읽는 것부터 시작했어. 용어가 너무 어렵더라.\n재테크도 일종의 취미가 될 수 있나 봐. 자산 늘어나는 거 보면 즐겁잖아.\n손실 날 때는 스트레스 엄청나던데. 멘탈 관리가 취미의 핵심이야.\n맞아. 일희일비하지 않는 게 중요해. 공부한 만큼 보이는 게 있더라고.\n우리 정보 공유하는 단톡방 하나 만들까? 유익한 기사 같은 거 올리게.\n좋은 생각이야. 각자 맡은 분야 공부해서 브리핑해 주기로 하자.\n난 환율이랑 금리 쪽 파볼게. 요즘 변동성이 크더라고.\n오, 역시 든든하다. 우리 부자 돼서 나중엔 더 비싼 취미 가져보자."
4500,일상 대화,"너 요즘 그 친구랑 연락 잘 안 하는 것 같더라. 무슨 일 있었어?\n그냥 가치관이 너무 달라진 게 느껴져서 자연스럽게 멀어졌어. 만나면 기운이 빠지더라고.\n오랜 친구인데 아쉽지는 않아? 관계를 정리하는 게 쉬운 일은 아니잖아.\n아쉽긴 하지만 억지로 이어가는 게 서로에게 더 예의가 아닌 것 같아. 각자의 길을 가는 거지.\n맞아. 관계에도 유통기한이 있다는 말이 있더라고. 너도 마음고생 많았겠다.\n응, 처음엔 자책도 했는데 지금은 마음이 한결 편해. 새로운 사람들을 만날 여유도 생겼고.\n성숙한 결정이네. 나도 관계 때문에 스트레스받을 때가 많은데 너 보며 배운다.\n자신을 갉아먹는 관계라면 잠시 거리를 두는 것도 방법이야. 네 마음이 제일 소중하니까.\n고마워. 오늘 너랑 얘기하니까 답답했던 게 좀 풀리는 것 같아.\n언제든 들어줄게. 우리 맛있는 거 먹으러 가자."
4501,일상 대화,"새로 옮긴 직장 동료들이랑은 좀 친해졌어? 분위기 어때.\n다들 착하긴 한데 아직은 벽이 느껴져. 내가 먼저 다가가기가 좀 어렵더라고.\n원래 처음엔 다 그렇지. 점심시간에 말 한마디씩 더 건네보는 건 어때?\n그러고 싶은데 공통 화제가 없어서 고민이야. MBTI라도 물어봐야 하나.\n요즘은 그게 최고지. 아니면 어제 본 넷플릭스 영화 얘기로 시작해 봐.\n좋은 아이디어다. 내일은 용기 내서 같이 커피 마시자고 해볼게.\n응, 너무 잘하려고 애쓰지 마. 자연스럽게 스며드는 게 제일 오래가거든.\n맞아. 나도 조금씩 마음을 열어보려고 해. 조언 고마워.\n응, 나중에 회식 자리 생기면 네 매력을 제대로 보여줘.\n그래. 내일 퇴근길에 후기 알려줄게."
4502,일상 대화,"소개팅 나갔던 건 어떻게 됐어? 분위기 좋았다고 들었는데.\n음, 사람은 정말 좋은데 결정적으로 대화가 잘 안 통해. 리액션이 너무 없으시더라고.\n긴장해서 그런 거 아닐까? 한 번 더 만나보는 건 어때?\n두 번 만났는데도 비슷해. 내가 혼자 떠드는 기분이라 에너지가 금방 고갈돼.\n대화 코드가 맞는 게 정말 중요하긴 하지. 억지로 맞추려고 하면 금방 지칠 거야.\n맞아. 연애는 편안해야 한다고 생각하거든. 이번엔 인연이 아니었나 봐.\n아쉽지만 잘 생각했어. 네 밝은 에너지를 잘 받아줄 사람이 곧 나타날 거야.\n응, 조급해하지 않으려고. 당분간은 나 자신한테 집중하는 시간을 가지려고 해.\n그게 좋겠다. 주말에 나랑 전시회나 보러 가자.\n좋아! 예쁜 카페도 가고 사진도 많이 찍어줘."
4503,일상 대화,"너는 고민 있을 때 누구한테 제일 먼저 말해?\n난 보통 엄마한테 말해. 내 편에서 들어주면서도 객관적인 조언을 해주시거든.\n어머니랑 친구처럼 지내는구나. 부럽다, 난 가족한테는 약한 모습 보이기 싫던데.\n나도 예전엔 그랬는데 나이 들수록 가족밖에 없다는 생각이 들어. 숨길 게 없잖아.\n그렇긴 하지. 난 속마음은 주로 일기에 쓰고 정말 힘들 때만 베프한테 연락해.\n그것도 좋은 방법이야. 감정을 한 번 걸러서 말하게 되니까 더 차분해질 수 있지.\n맞아. 근데 가끔은 누군가에게 바로 위로받고 싶을 때가 있더라고.\n그럴 땐 나한테 연락해. 내가 언제든 네 편이 되어줄게.\n말이라도 너무 든든하다. 우리 관계도 오래오래 소중하게 지키자.\n당연하지. 고마운 마음 잊지 않을게."
4504,일상 대화,"윗집이랑 층간소음 때문에 트러블 있었다며? 잘 해결됐어?\n어제 직접 올라가서 정중하게 말씀드렸어. 다행히 이해해 주시더라고.\n직접 가면 싸울까 봐 걱정했는데 다행이다. 뭐라고 말씀드렸어?\n아이들이 뛰는 시간에 조금만 조심해달라고 부탁드렸지. 과일 좀 챙겨 들고 갔어.\n오, 센스 있네. 역시 진심을 담아 말하면 통하는 법인가 봐.\n응, 그쪽도 미안해하면서 슬리퍼 신기겠다고 약속하셨어. 이웃 사촌인데 좋게 풀어야지.\n맞아. 화부터 내면 오히려 관계만 나빠지고 해결은 안 되더라고.\n이젠 밤에 발소리가 거의 안 들려. 용기 내서 말하길 잘한 것 같아.\n역시 소통이 제일 중요해. 너의 부드러운 대처법 배워간다.\n덕분에 이제 집에서 푹 쉴 수 있을 것 같아."
4505,일상 대화,"얘들아, 나 이번에 단톡방 하나 나갔어. 너무 시끄러워서 스트레스더라고.\n잘했어. 나도 안 보는 단톡방 너무 많아서 정리 좀 해야 하는데 눈치 보여.\n그냥 조용히 나가면 되지 않아? 요즘은 나간 거 안 뜨게 할 수도 있잖아.\n맞아, 근데 아는 사람들이라 나중에 왜 나갔냐고 물어볼까 봐 걱정돼.\n그럴 땐 대화가 너무 많아서 중요한 알림을 놓친다고 핑계 대면 돼.\n오, 그거 괜찮은 방법이다. 나도 불필요한 알림에서 해방되고 싶어.\n인간관계도 가끔은 다이어트가 필요해. 에너지를 분산시킬 필요 없거든.\n맞아. 진짜 소중한 사람들한테 더 집중하는 게 남는 장사지.\n우리 셋 있는 이 방만 있으면 충분해. 여기선 편하게 얘기하자.\n그래. 우리끼리 맛있는 거 먹는 약속이나 잡자고."
4506,일상 대화,"오늘 부장님 기분이 안 좋아 보이시던데 무슨 일 있었나?\n아침 회의 때 사장님한테 한소리 들으셨대. 그래서 불똥 튈까 봐 조심하고 있어.\n어쩐지 아까 커피 마시는데 한숨을 크게 쉬시더라고. 우리가 눈치껏 잘해야겠다.\n난 오늘 보고서 결재받아야 하는데 큰일이네. 내일로 미룰까?\n응, 급한 거 아니면 내일 아침에 기분 좋아 보이실 때 가봐.\n회사 생활은 업무 능력보다 눈치 보기가 더 힘든 것 같아.\n인간관계가 업무의 80%라는 말도 있잖아. 다들 고생이 많다.\n우리 이따 점심에 맛있는 거 먹으면서 스트레스 풀자. 내가 쏠게!\n우와, 대리님 최고! 역시 우리 팀 분위기는 대리님이 살리신다니까.\n그래. 얼른 오전 업무 마무리하고 나가자."
4507,일상 대화,"너희는 친구 사이에 돈 빌려주는 거 어떻게 생각해?\n난 절대 안 빌려줘. 돈 잃고 사람 잃는다는 말을 너무 많이 들어서.\n나도 공감해. 정 빌려주고 싶으면 못 받을 생각 하고 줄 수 있는 만큼만 줘.\n근데 정말 친한 친구가 급하다고 하면 거절하기 너무 힘들지 않아?\n거절하는 게 미안하긴 해도 나중에 독촉하는 게 더 힘들어. 관계가 깨지거든.\n맞아. 차라리 다른 도움을 주는 게 나아. 밥을 사준다거나 정보를 찾아주거나.\n난 예전에 빌려줬다가 잠수 탄 친구 있어서 그 뒤론 무조건 거절해.\n와, 그런 일 겪으면 진짜 상처받겠다. 인간관계를 다시 생각하게 될 듯.\n돈 문제는 확실히 선을 긋는 게 서로를 위해 좋은 것 같아.\n우리 사이에는 절대 돈 거래 하지 말자. 우정 변치 않게!"
4508,일상 대화,요즘 모임 나가면 나만 뒤처지는 기분이 들어. 다들 너무 잘 사는 것 같아.\n인스타 보면 다들 행복해 보이잖아. 근데 그건 삶의 단면일 뿐이야.\n맞아. 남들이랑 비교하기 시작하면 끝도 없어. 너만의 속도가 있는 거야.\n그걸 알면서도 동창들 소식 들으면 마음이 조급해지더라고. 나만 제자리인 것 같고.\n나도 가끔 그래. 근데 각자 힘든 사정 하나씩은 다 숨기고 살더라.\n결국 나 자신을 사랑해 주는 게 제일 중요해. 넌 충분히 잘하고 있어.\n고마워 얘들아. 너희랑 얘기하니까 자존감이 좀 올라가는 것 같아.\n우리는 네가 얼마나 노력하는지 알잖아. 남들 시선 너무 신경 쓰지 마.\n그래. 우리 지금처럼 서로 응원해주면서 같이 성장하자.\n맞아. 우리는 너의 가장 든든한 지원군이야.
